백로식당본점,1,1,3.9,0,201
쫄쫄호떡,1,2,3.8,0,202
마가레뜨,1,3,4.5,0,203
상당집,1,1,11,0,204
대산보리밥,2,1,3.7,0,205
더그랜드허젤,2,3,7.9,0,206
유미당본점,2,3,5.2,0,207
연개소문,2,1,18,0,208
수이재1928,3,1,3.4,0,209
만타,3,3,3.6,0,210
두리떡볶이,3,2,2.3,0,211
햇살왕만두,3,1,0.5,0,212
대추나무집,4,1,7.1,0,213
리리크,4,3,7,0,214
입이즐거운그만두본점,4,2,5.7,0,215
옛날뜰,4,1,6.1,0,216
